0.090158730	New Point
0.314920635	New Point
0.530793651	New Point
0.758095238	New Point
0.957460317	New Point
1.213968254	New Point
1.437460317	New Point
1.650793651	New Point
1.870476190	New Point
2.100317460	New Point
2.346666667	New Point
2.568888889	New Point
2.787301587	New Point
3.024761905	New Point
3.251156463	New Point
3.471020408	New Point
3.680000000	New Point
3.871564626	New Point
4.082721088	New Point
4.325442177	New Point
4.537687075	New Point
4.756462585	New Point
4.971972789	New Point
5.187482993	New Point
5.401904762	New Point
5.620680272	New Point
5.841632653	New Point
6.052789116	New Point
6.278095238	New Point
6.494693878	New Point
6.708027211	New Point
6.926802721	New Point
7.154285714	21.3
7.393741497	21.4
7.600544218	22.1
7.821496599	22.2
8.043537415	22.3
8.281904762	22.4
8.493061224	23.1
8.711836735	23.2
8.957823129	DB
9.182040816	23.4
9.384489796	24.1
9.604353741	24.2
9.827482993	24.3
10.041904762	24.4
10.279183673	25.1
10.496870748	25.2
10.713469388	25.3
10.932244898	25.4
11.149931973	26.1
11.367619048	26.2
11.584217687	26.3
11.800816327	26.4
12.019591837	New Point
12.239455782	27.1
12.453877551	27.2
12.695510204	27.3
12.918639456	27.4
13.150612245	28.1
13.380385488	28.2
13.603265306	28.3
13.800181406	28.4
14.002721088	29.1
14.232380952	29.2
14.448979592	29.3
14.668843537	29.4
14.885442177	30.1
15.096598639	30.2
15.311020408	30.3
15.524353741	30.4
15.732244898	31.1
15.940136054	31.2
16.178503401	31.3
16.382040816	31.4
16.622585034	32.1
16.831564626	32.2
17.048163265	32.3
17.265850340	32.4
17.474829932	33.1
17.697959184	33.2
17.930884354	33.3
18.147482993	33.4
18.357551020	34.1
18.579591837	34.2
18.795102041	34.3
18.995374150	34.4
19.204353741	35.1
19.434013605	35.2
19.661496599	35.3
19.872653061	35.4
20.076190476	36.1
20.282993197	36.2
20.520272109	New Point
20.727074830	36.3
20.942585034	36.4
21.158095238	37.1
21.362494331	37.2
21.581496599	37.3
21.813333333	37.4
22.050612245	38.1
22.285714286	38.2
22.478367347	38.3
22.665578231	38.4
22.884353741	39.1
23.078662132	39.2
23.293605442	39.3
23.522176871	39.4
23.719183673	40.1
23.934693878	40.2
24.170181406	40.3
24.354829932	40.4
24.570340136	41.1
24.764081633	41.2
24.988299320	41.3
25.222176871	41.4
25.429682540	42.1
25.641360544	42.2
25.859977324	42.3
26.060657596	42.4
26.282789116	43.1
26.511020408	43.2
26.731972789	43.3
26.935487528	43.4
27.157551020	44.1
27.378503401	44.2
27.579863946	44.3
27.801904762	44.4
28.016326531	45.1
28.229659864	45.2
28.446258503	45.3
28.648934240	45.4
28.838095238	46.1
29.068843537	46.2
29.272380952	46.3
29.485714286	46.4
29.697959184	47.1
29.916734694	47.2
30.125714286	47.3
30.341224490	47.4
30.544761905	48.1
30.758095238	48.2
30.977959184	48.3
31.184761905	48.4
31.389387755	49.1
31.601632653	49.2
31.822585034	49.3
32.041360544	49.4
32.255782313	50.1
32.465850340	50.2
32.691156463	50.3
32.894693878	50.4
33.099319728	51.1
33.302857143	51.2
33.518367347	51.3
33.730612245	51.4
33.927619048	52.1
34.126802721	52.2
34.355374150	52.3
34.562176871	52.4
34.791836735	53.1
35.004081633	53.2
35.195646259	53.3
35.425306122	53.4
35.624489796	New Point
35.836734694	54.1
36.051156463	54.2
36.296054422	54.3
36.490884354	54.4
36.678095238	55.1
36.893605442	55.2
37.097142857	55.3
37.303945578	55.4
37.531428571	56.1
37.743673469	56.2
37.947505669	56.3
38.146598639	56.4
38.353197279	57.1
38.552380952	57.2
38.755918367	57.3
38.961632653	57.4
39.160816327	58.1
39.381768707	58.2
39.584217687	58.3
39.789931973	58.4
40.006530612	59.1
40.224217687	59.2
40.428843537	59.3
40.631292517	59.4
40.842448980	60.1
41.057959184	60.2
41.263673469	60.3
41.481360544	60.4
41.672925170	61.1
41.882993197	61.2
42.084353741	61.3
42.303129252	61.4
42.505578231	62.1
42.730884354	62.2
42.939863946	62.3
43.177142857	62.4
43.362176871	63.1
43.563537415	63.2
43.764897959	63.3
43.980408163	63.4
44.202448980	64.1
44.408163265	64.2
44.598639456	64.3
44.795646259	64.4
45.012244898	65.1
45.248435374	65.2
45.459591837	65.3
45.640272109	65.4
45.859047619	66.1
46.070204082	66.2
46.260680272	66.3
46.466394558	66.4
46.672108844	New Point
46.891972789	67.1
47.088979592	67.2
47.309931973	67.3
47.517460317	67.4
47.747188209	68.1
47.955374150	68.2
48.167619048	68.3
48.371156463	68.4
48.575782313	69.1
48.794557823	69.2
49.005714286	69.3
49.209251701	69.4
49.425850340	70.1
49.626122449	70.2
49.848163265	70.3
50.049523810	New Point
50.238911565	70.4
50.474013605	71.1
50.679727891	71.2
50.897414966	71.3
51.111836735	71.4
51.319727891	72.1
51.507687075	72.2
51.709387755	72.3
51.915102041	72.4
52.127346939	73.1
52.340680272	73.2
52.545306122	73.3
52.765170068	73.4
52.977414966	74.1
53.180952381	74.2
53.386666667	74.3
53.619591837	74.4
53.813333333	75.1
54.042993197	75.2
