0.221315193	asdf
0.481814059	1.1
0.753922902	1.2
1.000634921	1.3
1.266213152	1.4
1.520181406	2.1
1.796643991	2.2
2.062222222	2.3
2.336507937	2.4
2.602086168	3.1
2.872743764	3.2
3.118730159	3.3
3.395918367	3.4
3.649886621	4.1
3.930702948	4.2
4.188299320	4.3
4.461133787	4.4
4.736870748	5.1
4.999546485	5.2
5.241904762	5.3
5.515487528	5.4
5.782494331	6.1
6.063310658	6.2
6.315102041	6.3
6.578503401	6.4
6.815056689	7.1
7.089342404	7.2
7.361451247	7.3
7.625578231	7.4
7.888979592	8.1
8.156734694	8.2
8.414331066	8.3
8.684988662	8.4
8.952743764	9.1
9.216145125	9.2
9.487528345	9.3
9.743673469	9.4
9.986031746	10.2
10.238798186	10.3
10.509206349	10.4
10.788571429	11.1
11.057777778	11.2
11.325532880	11.3
11.577324263	11.4
11.834195011	12.1
12.112108844	12.2
12.376961451	12.3
12.654875283	12.4
12.938639456	13.2
13.179251701	13.3
13.462494331	13.4
13.715736961	14.1
13.979863946	14.2
14.228752834	14.3
14.492879819	14.4
14.752653061	15.1
15.013877551	15.2
15.280181406	15.3
15.548662132	15.4
15.810612245	16.1
16.055147392	16.2
16.320000000	16.3
16.587755102	16.4
16.856235828	17.1
17.113832200	17.3
17.360544218	17.4
17.637732426	18.1
17.882993197	18.2
18.141315193	18.3
18.406167800	18.4
18.668843537	19.1
18.921360544	19.2
19.186938776	19.3
19.431473923	19.4
19.710839002	20.1
19.978594104	20.2
20.239092971	20.4
20.492335601	21.1
20.761541950	21.2
21.019138322	21.3
21.273106576	21.4
21.540136054	22.1
21.775963719	22.2
22.039002268	22.3
22.271201814	22.4
22.519727891	23.1
22.793650794	23.2
23.067573696	23.3
23.309750567	23.4
23.591836735	24.1
23.823129252	24.2
24.089795918	24.3
24.342857143	24.4
24.614058957	25.1
24.869841270	25.2
25.128344671	25.3
25.374149660	25.4
25.637188209	26.1
25.902040816	26.2
26.150566893	26.3
26.391836735	26.4
26.661224490	27.1
26.902494331	27.2
27.164625850	27.3
27.428571429	27.4
27.676190476	28.1
27.946485261	28.2
28.199546485	28.3
28.460770975	28.4
28.716553288	29.1
28.986848073	29.2
29.268934240	29.3
29.473922902	29.4
29.717006803	30.1
29.998185941	30.2
30.240362812	30.3
30.496145125	30.4
30.737414966	31.1
31.001360544	31.2
31.250793651	31.3
31.502947846	31.4
31.762358277	32.1
32.028117914	32.2
32.274829932	32.3
32.543310658	32.4
32.787301587	33.1
33.034013605	33.2
33.309750567	33.3
33.577324263	33.4
33.810430839	34.1
34.028843537	34.2
34.295691610	34.3
34.568707483	34.4
34.800907029	35.1
35.012789116	35.2
35.292879819	35.3
35.548299320	35.4
35.793560091	36.1
36.054784580	36.2
36.333424036	36.3
36.564172336	36.4
36.809433107	37.1
37.070657596	asdf
37.339138322	37.2
37.604716553	asdf
37.845623583	asdf
38.092335601	asdf
38.363718821	asdf
38.635102041	asdf
38.925351474	asdf
39.215600907	asdf
39.492789116	asdf
39.835283447	40.1
40.093605442	40.2
40.330158730	40.3
40.589931973	40.4
40.848253968	41.1
41.099319728	41.2
41.347482993	41.3
41.610929705	41.4
41.833650794	42.1
42.089070295	42.2
42.361904762	42.3
42.618775510	42.4
42.875646259	43.1
43.104943311	43.2
43.350204082	43.3
43.624489796	43.4
43.865396825	44.1
44.116462585	44.2
44.368979592	44.3
44.643265306	44.4
44.885623583	45.1
45.136689342	45.3
45.395011338	45.4
45.634172336	46.1
45.902947846	46.2
46.164172336	46.3
46.415238095	46.4
46.669206349	47.1
46.928979592	47.2
47.182947846	47.3
47.412244898	47.4
47.667664399	48.1
47.927437642	48.2
48.184308390	48.3
48.423764172	48.4
48.674829932	49.1
48.922993197	49.2
49.179863946	49.3
49.441088435	49.4
49.702312925	50.1
49.953378685	50.2
50.200090703	50.3
50.443900227	50.4
50.721088435	51.1
50.959092971	51.2
51.207256236	51.4
51.465578231	52.1
51.713741497	52.2
51.954648526	52.3
52.208616780	52.4
52.478548753	53.1
52.719455782	53.2
52.990839002	53.3
53.230294785	53.4
53.474104308	54.1
53.728072562	54.2
53.980589569	54.3
54.233106576	54.4
54.488526077	55.1
54.725079365	55.2
54.970340136	55.3
55.214149660	55.4
55.453605442	56.1
55.704671202	56.2
55.957188209	56.3
56.211156463	56.4
56.473832200	57.1
56.721995465	57.2
56.980317460	57.3
57.245895692	57.4
57.483900227	58.1
57.739319728	58.2
57.993287982	58.3
58.225487528	58.4
58.459138322	59.1
58.724716553	59.2
58.961269841	59.3
59.205079365	59.4
59.477913832	60.1
59.707210884	60.2
59.978594104	60.3
60.203537415	60.4
60.476371882	61.1
60.734693878	61.2
60.968344671	61.3
61.222312925	61.4
61.477732426	62.1
61.727346939	62.2
61.969705215	62.3
62.230929705	62.4
62.492154195	63.1
62.733061224	63.2
62.985578231	asdf
