0.056598639	0.2
0.268480726	0.3
0.454965986	0.4
0.665396825	1.1
0.872199546	1.2
1.101496599	1.3
1.297414966	1.4
1.523083900	2.1
1.729160998	2.2
1.957006803	2.3
2.156553288	2.4
2.388752834	3.1
2.581043084	3.2
2.792199546	3.3
2.992471655	3.4
3.219591837	4.1
3.423492063	4.2
3.645714286	4.3
3.862222222	4.4
4.085260771	5.1
4.292063492	5.2
4.525714286	5.3
4.739047619	5.4
4.960362812	6.1
5.171519274	6.2
5.396417234	6.3
5.593106576	6.4
5.815873016	7.1
6.026485261	7.2
6.258458050	7.3
6.458004535	7.4
6.685170068	8.1
6.887619048	8.2
7.111836735	8.3
7.304126984	8.4
7.538503401	9.1
7.746031746	9.2
7.973151927	9.3
8.181405896	9.4
8.418684807	10.1
8.616780045	10.2
8.837369615	10.3
9.058684807	10.4
9.277097506	11.1
9.488979592	11.2
9.705215420	11.3
9.890975057	11.4
10.114467120	12.1
10.337233560	12.2
10.557823129	12.3
10.753015873	12.4
10.980136054	13.1
11.184036281	13.2
11.393741497	13.3
11.610702948	13.4
11.835646259	14.1
12.047528345	14.2
12.257959184	14.3
12.483628118	14.4
12.688253968	15.1
12.900861678	15.2
13.102857143	15.3
13.309387755	15.4
13.526530612	16.1
13.729795918	16.2
13.949387755	16.3
14.154013605	16.4
14.372426304	17.1
14.563265306	17.2
14.764988662	17.3
14.971065760	17.4
15.208344671	18.1
15.423854875	18.2
15.653151927	18.3
15.847845805	18.4
16.070385488	19.1
16.293151927	19.2
16.491247166	19.3
16.697324263	19.4
16.892517007	20.1
17.109478458	20.2
17.331519274	20.3
17.527437642	20.4
17.756009070	21.1
17.959909297	21.2
18.171791383	21.3
18.377868481	21.4
18.596281179	22.1
18.804535147	22.2
19.016417234	22.3
19.231201814	22.4
19.458321995	23.1
19.662222222	23.2
19.871927438	23.3
20.096870748	23.4
20.274285714	24.1
20.475442177	24.2
20.696235828	24.3
20.901587302	24.4
21.126530612	25.1
21.336235828	25.2
21.574240363	25.3
21.767981859	25.4
22.008163265	26.1
22.230204082	26.2
22.437732426	26.3
22.638730159	26.4
22.857868481	27.1
23.065396825	27.2
23.283083900	27.3
23.515283447	27.4
23.712653061	28.1
23.923083900	28.2
24.142222222	28.3
24.355555556	28.4
24.572517007	29.1
24.765532880	29.2
24.988299320	29.3
25.208163265	29.4
25.406258503	30.1
25.608707483	30.2
25.837278912	30.3
26.050612245	30.4
26.298775510	31.1
26.485260771	31.2
26.681904762	31.3
26.913378685	31.4
27.110748299	32.1
27.298684807	32.2
27.513469388	32.3
27.731882086	32.4
27.944489796	33.1
28.157097506	33.2
28.384943311	33.3
28.593922902	33.4
28.814512472	34.1
29.018412698	34.2
29.240453515	34.3
29.450158730	34.4
29.678730159	35.1
29.886258503	35.2
30.083628118	35.3
30.322358277	35.4
30.526258503	36.1
30.733061224	36.2
30.962358277	36.3
31.169160998	36.4
31.378140590	37.1
31.601632653	37.2
31.825124717	37.3
32.004353741	37.4
32.235827664	38.1
32.446984127	38.2
32.687891156	38.3
32.873650794	38.4
33.081179138	39.1
33.284353741	39.2
33.508571429	39.3
33.731337868	39.4
33.923628118	40.1
34.133333333	40.2
34.356825397	40.3
34.558548753	40.4
34.797278912	41.1
34.991020408	41.2
35.210158730	41.3
35.406802721	41.4
35.628117914	42.1
35.835646259	42.2
36.046077098	42.3
36.260861678	42.4
36.471292517	43.1
36.659229025	43.2
36.899410431	43.3
37.098231293	43.4
37.305034014	44.1
37.530702948	44.2
37.736054422	44.3
37.931247166	44.4
38.144580499	45.1
38.336145125	45.2
38.568344671	45.3
38.789659864	45.4
39.015328798	46.1
39.222857143	46.2
39.449977324	46.3
39.648072562	46.4
39.886077098	47.1
40.096507937	47.2
40.296780045	47.3
40.508662132	47.4
40.712562358	48.1
40.920816327	48.2
41.131972789	48.3
41.319183673	48.4
41.565170068	49.1
41.770521542	49.2
41.998367347	49.3
42.192834467	49.4
42.433741497	50.1
42.648526077	50.2
42.858231293	50.3
43.074467120	50.4
43.303038549	51.1
43.514195011	51.2
43.727528345	51.3
43.948843537	51.4
44.129523810	52.1
44.329795918	52.2
44.551111111	52.3
44.762267574	52.4
44.995192744	53.1
45.183854875	53.2
45.409523810	53.3
45.602539683	53.4
45.823129252	54.1
46.041541950	54.2
46.246893424	54.3
46.440634921	54.4
46.651065760	55.1
46.862947846	55.2
47.079183673	55.3
47.283083900	55.4
47.513106576	56.1
47.693786848	56.2
47.919455782	56.3
48.134240363	56.4
