0.023582766	New Point
0.247619048	New Point
0.453514739	New Point
0.665759637	New Point
0.877097506	New Point
1.100226757	New Point
1.307029478	New Point
1.531065760	New Point
1.750702948	1.1
1.951927438	DB
2.170634921	1.3
2.375668934	1.4
2.588548753	2.1
2.800907029	2.2
3.032199546	2.3
3.250793651	2.4
3.460317460	3.1
3.666213152	3.2
3.871201814	3.3
4.096145125	3.4
4.298412698	4.1
4.511564626	4.2
4.709297052	4.3
4.941496599	4.4
5.141950113	5.1
5.357823129	5.2
5.560090703	5.3
5.782312925	5.4
5.980952381	6.2
6.175056689	6.3
6.374603175	6.4
6.604081633	7.1
6.829024943	7.2
7.047619048	7.3
7.252607710	7.4
7.463038549	8.1
7.691609977	8.2
7.904761905	8.3
8.120090703	8.4
8.346485261	9.1
8.553287982	9.2
8.769160998	9.3
8.984126984	9.4
9.192743764	10.1
9.411337868	10.2
9.616326531	10.3
9.836734694	10.4
10.068027211	11.2
10.275736961	11.3
10.495238095	11.4
10.710204082	12.1
10.934285714	12.2
11.154648526	12.3
11.367800454	12.4
11.571882086	13.1
11.785374150	13.2
11.994058957	13.3
12.221315193	13.4
12.444444444	14.1
12.649433107	14.2
12.845351474	14.3
13.057596372	14.4
13.278911565	15.1
13.498412698	15.2
13.701587302	15.3
13.929251701	15.4
14.142403628	16.1
14.363718821	16.2
14.575056689	16.3
14.799092971	16.4
15.004988662	17.1
15.215419501	17.3
15.432131519	17.4
15.644444444	18.1
15.864852608	18.2
16.077097506	18.3
16.272108844	18.4
16.488888889	19.1
16.705668934	19.2
16.932426304	19.3
17.131065760	19.4
17.359637188	20.1
17.559183673	20.2
17.785034014	20.4
17.988208617	21.1
18.196825397	21.2
18.390408163	21.3
18.606802721	21.4
18.819954649	22.1
19.050340136	22.2
19.246258503	22.3
19.458503401	22.4
19.676190476	23.2
19.906575964	23.3
20.107936508	23.4
20.321088435	24.1
20.532290249	24.2
20.728140590	24.3
20.952380952	24.4
21.174603175	25.1
21.381405896	25.2
21.611791383	25.3
21.807891156	25.4
22.033197279	26.1
22.241088435	26.2
22.471836735	26.3
22.674285714	26.4
22.893061224	27.1
23.106394558	27.2
23.318639456	27.3
23.525442177	27.4
23.743129252	28.1
